,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,master_metadata_album_artist_name,master_metadata_album_album_name,genres,artist_popularity
231,0.557,0.284,5,-7.919,1,0.0667,0.842,7.38e-05,0.707,0.207,62.47,audio_features,3CQeS6lfFlgfeHl3N0MjfX,spotify:track:3CQeS6lfFlgfeHl3N0MjfX,https://api.spotify.com/v1/tracks/3CQeS6lfFlgfeHl3N0MjfX,https://api.spotify.com/v1/audio-analysis/3CQeS6lfFlgfeHl3N0MjfX,305733,3,James Bay,James Bay Spotify Session 2015,"['neo mellow', 'pop']",71.0
232,0.805,0.462,1,-10.94,0,0.357,0.764,6.81e-06,0.366,0.387,116.036,audio_features,2zAfQdoOeYujy7QIgDUq9p,spotify:track:2zAfQdoOeYujy7QIgDUq9p,https://api.spotify.com/v1/tracks/2zAfQdoOeYujy7QIgDUq9p,https://api.spotify.com/v1/audio-analysis/2zAfQdoOeYujy7QIgDUq9p,303621,4,Hans Philip,Forevigt,['danish pop'],52.0
233,0.599,0.491,2,-9.653,1,0.0315,0.54,0.0136,0.106,0.592,121.034,audio_features,0T8EGyMinPzaNohP5JpLlK,spotify:track:0T8EGyMinPzaNohP5JpLlK,https://api.spotify.com/v1/tracks/0T8EGyMinPzaNohP5JpLlK,https://api.spotify.com/v1/audio-analysis/0T8EGyMinPzaNohP5JpLlK,213550,4,Niels Skousen,Blæsten og Regnen,['danish singer-songwriter'],18.0
234,0.55,0.286,1,-14.242,1,0.0339,0.8320000000000001,0.0002089999999999,0.115,0.47,179.735,audio_features,1Sbpc8Aeo5zxbqiI9MtW5A,spotify:track:1Sbpc8Aeo5zxbqiI9MtW5A,https://api.spotify.com/v1/tracks/1Sbpc8Aeo5zxbqiI9MtW5A,https://api.spotify.com/v1/audio-analysis/1Sbpc8Aeo5zxbqiI9MtW5A,238384,4,Hans Philip,somendrøm - A COLORS SHOW,['danish pop'],52.0
235,0.636,0.242,0,-14.111,1,0.116,0.812,2.02e-06,0.119,0.286,122.786,audio_features,0X8cMGc9BGPxgJqqYXKsD5,spotify:track:0X8cMGc9BGPxgJqqYXKsD5,https://api.spotify.com/v1/tracks/0X8cMGc9BGPxgJqqYXKsD5,https://api.spotify.com/v1/audio-analysis/0X8cMGc9BGPxgJqqYXKsD5,178409,4,WIINSTON,nostalgia,['danish pop'],33.0
236,0.867,0.58,7,-4.296,1,0.203,0.0337,2.55e-06,0.138,0.467,127.978,audio_features,4j5KE54le4wAuLM31XjHCO,spotify:track:4j5KE54le4wAuLM31XjHCO,https://api.spotify.com/v1/tracks/4j5KE54le4wAuLM31XjHCO,https://api.spotify.com/v1/audio-analysis/4j5KE54le4wAuLM31XjHCO,189577,4,Sivas,COMFY,"['danish hip hop', 'danish pop']",52.0
237,0.577,0.507,11,-9.399,0,0.0442,0.224,5.79e-06,0.494,0.25,119.971,audio_features,1Y9ejtm5eTMYCU23pnkLvv,spotify:track:1Y9ejtm5eTMYCU23pnkLvv,https://api.spotify.com/v1/tracks/1Y9ejtm5eTMYCU23pnkLvv,https://api.spotify.com/v1/audio-analysis/1Y9ejtm5eTMYCU23pnkLvv,377952,4,Ukendt Kunstner,Den Anden Side,"['danish hip hop', 'danish pop']",48.0
238,0.584,0.718,1,-4.245,1,0.162,0.316,0.0,0.0783,0.49,74.888,audio_features,2sAX43JCgOfxAzy2GpZDaO,spotify:track:2sAX43JCgOfxAzy2GpZDaO,https://api.spotify.com/v1/tracks/2sAX43JCgOfxAzy2GpZDaO,https://api.spotify.com/v1/audio-analysis/2sAX43JCgOfxAzy2GpZDaO,198400,4,Gobs,INTET TIL ALT,['danish pop'],54.0
239,0.768,0.716,10,-5.11,1,0.0404,0.35,0.0,0.15,0.841,131.43,audio_features,3RfTeIrWS8LNrfHYwechtt,spotify:track:3RfTeIrWS8LNrfHYwechtt,https://api.spotify.com/v1/tracks/3RfTeIrWS8LNrfHYwechtt,https://api.spotify.com/v1/audio-analysis/3RfTeIrWS8LNrfHYwechtt,163026,4,Nicky Youre,Sunroof,['pop'],72.0
240,0.855,0.712,7,-4.257,1,0.213,0.231,0.0,0.126,0.776,86.113,audio_features,5igXllDtxviBlTGn4cawA5,spotify:track:5igXllDtxviBlTGn4cawA5,https://api.spotify.com/v1/tracks/5igXllDtxviBlTGn4cawA5,https://api.spotify.com/v1/audio-analysis/5igXllDtxviBlTGn4cawA5,136570,4,Gobs,INTET TIL ALT,['danish pop'],54.0
241,0.501,0.377,2,-5.747,1,0.0404,0.66,0.0,0.117,0.177,104.979,audio_features,1gRxJURUiIEpsNGfhIKCrF,spotify:track:1gRxJURUiIEpsNGfhIKCrF,https://api.spotify.com/v1/tracks/1gRxJURUiIEpsNGfhIKCrF,https://api.spotify.com/v1/audio-analysis/1gRxJURUiIEpsNGfhIKCrF,204086,4,Declan J Donovan,Perfectly Imperfect,"['pop', 'uk pop']",58.0
242,0.716,0.5670000000000001,7,-7.204,0,0.0285,0.0459,5.61e-06,0.209,0.63,98.062,audio_features,5TAAAGDA3mqpGmlNqxNPGb,spotify:track:5TAAAGDA3mqpGmlNqxNPGb,https://api.spotify.com/v1/tracks/5TAAAGDA3mqpGmlNqxNPGb,https://api.spotify.com/v1/audio-analysis/5TAAAGDA3mqpGmlNqxNPGb,177600,4,Liam Bailey,Please Love Me,['british soul'],48.0
243,0.646,0.355,1,-7.119,1,0.0263,0.873,0.0,0.115,0.364,84.988,audio_features,12OLyHDxt6dqlAybSPFBK3,spotify:track:12OLyHDxt6dqlAybSPFBK3,https://api.spotify.com/v1/tracks/12OLyHDxt6dqlAybSPFBK3,https://api.spotify.com/v1/audio-analysis/12OLyHDxt6dqlAybSPFBK3,210863,4,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,"['pop', 'uk pop']",80.0
244,0.641,0.613,9,-6.154,0,0.0504,0.361,0.0,0.148,0.495,151.986,audio_features,2VXrNWeUPup6cuBslHWGvN,spotify:track:2VXrNWeUPup6cuBslHWGvN,https://api.spotify.com/v1/tracks/2VXrNWeUPup6cuBslHWGvN,https://api.spotify.com/v1/audio-analysis/2VXrNWeUPup6cuBslHWGvN,193003,4,Stefan Hjort,Helt Derud,[],25.0
245,0.732,0.243,0,-6.023,1,0.0435,0.939,0.0,0.111,0.106,102.087,audio_features,0j35X8cTq543QDYLOyqB8W,spotify:track:0j35X8cTq543QDYLOyqB8W,https://api.spotify.com/v1/tracks/0j35X8cTq543QDYLOyqB8W,https://api.spotify.com/v1/audio-analysis/0j35X8cTq543QDYLOyqB8W,280227,4,Kanye West,Only One,"['chicago rap', 'rap']",90.0
246,0.656,0.219,4,-9.821,1,0.0433,0.967,0.0,0.0953,0.405,79.99,audio_features,7puldW6ecGUcM3Vau6U0SD,spotify:track:7puldW6ecGUcM3Vau6U0SD,https://api.spotify.com/v1/tracks/7puldW6ecGUcM3Vau6U0SD,https://api.spotify.com/v1/audio-analysis/7puldW6ecGUcM3Vau6U0SD,181408,3,Frances,Say It Again,['neo mellow'],48.0
247,0.474,0.656,4,-6.658,0,0.0613,0.453,0.0206,0.299,0.374,80.848,audio_features,6pa0cDzwcgekEdoLqTXoTS,spotify:track:6pa0cDzwcgekEdoLqTXoTS,https://api.spotify.com/v1/tracks/6pa0cDzwcgekEdoLqTXoTS,https://api.spotify.com/v1/audio-analysis/6pa0cDzwcgekEdoLqTXoTS,236386,4,Hans Philip,Forevigt,['danish pop'],52.0
248,0.65,0.417,6,-12.363,1,0.0449,0.467,0.000108,0.101,0.265,127.213,audio_features,2yKulKC2ipTxMR4YHZxlam,spotify:track:2yKulKC2ipTxMR4YHZxlam,https://api.spotify.com/v1/tracks/2yKulKC2ipTxMR4YHZxlam,https://api.spotify.com/v1/audio-analysis/2yKulKC2ipTxMR4YHZxlam,233857,4,Sampha,Process,['indie soul'],63.0
249,0.673,0.463,2,-7.247,1,0.191,0.681,4.9000000000000005e-06,0.0907,0.268,147.981,audio_features,2q0VexHJirnUPnEOhr2DxK,spotify:track:2q0VexHJirnUPnEOhr2DxK,https://api.spotify.com/v1/tracks/2q0VexHJirnUPnEOhr2DxK,https://api.spotify.com/v1/audio-analysis/2q0VexHJirnUPnEOhr2DxK,277521,4,Frank Ocean,Biking,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",83.0
250,0.611,0.632,4,-7.733,1,0.0424,0.0545,0.0,0.25,0.553,168.031,audio_features,2bJYmGwLf4kjdOWhCpWZGb,spotify:track:2bJYmGwLf4kjdOWhCpWZGb,https://api.spotify.com/v1/tracks/2bJYmGwLf4kjdOWhCpWZGb,https://api.spotify.com/v1/audio-analysis/2bJYmGwLf4kjdOWhCpWZGb,183591,4,Malte Ebert,Hvor Blev Du Af?,"['danish pop', 'scandipop']",50.0
251,0.609,0.751,2,-8.779,1,0.0346,0.148,2.6e-05,0.111,0.748,165.91,audio_features,2jW0MuNkctmqajdnoNZvyg,spotify:track:2jW0MuNkctmqajdnoNZvyg,https://api.spotify.com/v1/tracks/2jW0MuNkctmqajdnoNZvyg,https://api.spotify.com/v1/audio-analysis/2jW0MuNkctmqajdnoNZvyg,261253,4,Thomas Helmig,Når Sneen Falder,"['classic danish pop', 'danish pop', 'danish pop rock']",50.0
252,0.483,0.248,9,-9.368,1,0.0502,0.91,0.0,0.713,0.415,98.136,audio_features,0iVAPfPW2NkfxCqu0a1UBl,spotify:track:0iVAPfPW2NkfxCqu0a1UBl,https://api.spotify.com/v1/tracks/0iVAPfPW2NkfxCqu0a1UBl,https://api.spotify.com/v1/audio-analysis/0iVAPfPW2NkfxCqu0a1UBl,305160,4,James Arthur,Can I Be Him,"['pop', 'talent show', 'uk pop']",79.0
253,0.756,0.6970000000000001,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,audio_features,0QBzMgT7NIeoCYy3sJCof1,spotify:track:0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/tracks/0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/audio-analysis/0QBzMgT7NIeoCYy3sJCof1,206071,4,Camila Cabello,Bam Bam (feat. Ed Sheeran),"['dance pop', 'pop', 'post-teen pop']",81.0
254,0.727,0.527,11,-9.666,0,0.0487,0.307,0.00144,0.12,0.265,94.98,audio_features,160xCPefwhMH1x1oqb4stY,spotify:track:160xCPefwhMH1x1oqb4stY,https://api.spotify.com/v1/tracks/160xCPefwhMH1x1oqb4stY,https://api.spotify.com/v1/audio-analysis/160xCPefwhMH1x1oqb4stY,179432,4,Mercedess,Obvious,[],25.0
255,0.6890000000000001,0.706,1,-4.48,0,0.0312,0.0833,0.0,0.105,0.623,106.52,audio_features,3Iba59sFmGhQ4kbCY5L8AX,spotify:track:3Iba59sFmGhQ4kbCY5L8AX,https://api.spotify.com/v1/tracks/3Iba59sFmGhQ4kbCY5L8AX,https://api.spotify.com/v1/audio-analysis/3Iba59sFmGhQ4kbCY5L8AX,226268,4,Tom Grennan,Evering Road (Deluxe),"['dance pop', 'tropical house']",70.0
256,0.711,0.597,9,-6.23,0,0.0601,0.504,0.0,0.192,0.66,159.985,audio_features,0vLdnfMVdezAm8eMpfTtvI,spotify:track:0vLdnfMVdezAm8eMpfTtvI,https://api.spotify.com/v1/tracks/0vLdnfMVdezAm8eMpfTtvI,https://api.spotify.com/v1/audio-analysis/0vLdnfMVdezAm8eMpfTtvI,198780,4,Anton Walter,Ung Drengs Lod,['danish pop'],34.0
257,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,audio_features,7lGKEWMXVWWTt3X71Bv44I,spotify:track:7lGKEWMXVWWTt3X71Bv44I,https://api.spotify.com/v1/tracks/7lGKEWMXVWWTt3X71Bv44I,https://api.spotify.com/v1/audio-analysis/7lGKEWMXVWWTt3X71Bv44I,193547,4,X Ambassadors,VHS,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']",70.0
258,0.484,0.772,9,-7.564,0,0.135,0.51,0.0,0.0839,0.403,158.038,audio_features,66Uix6zMSFJZ3vvV12wRaI,spotify:track:66Uix6zMSFJZ3vvV12wRaI,https://api.spotify.com/v1/tracks/66Uix6zMSFJZ3vvV12wRaI,https://api.spotify.com/v1/audio-analysis/66Uix6zMSFJZ3vvV12wRaI,240000,4,Dragonborn,If You Need Somebody Else (Astes Remake),[],27.0
259,0.415,0.325,6,-8.119,0,0.0401,0.449,0.0,0.0991,0.237,119.782,audio_features,1g0dFqUxI27e3tACmkIG5f,spotify:track:1g0dFqUxI27e3tACmkIG5f,https://api.spotify.com/v1/tracks/1g0dFqUxI27e3tACmkIG5f,https://api.spotify.com/v1/audio-analysis/1g0dFqUxI27e3tACmkIG5f,230500,4,MDWS,Another Year,['vapor soul'],23.0
260,0.61,0.25,8,-9.618,1,0.033,0.952,0.0,0.0876,0.446,129.633,audio_features,1ilQWV30hUZjBaupGUsaqK,spotify:track:1ilQWV30hUZjBaupGUsaqK,https://api.spotify.com/v1/tracks/1ilQWV30hUZjBaupGUsaqK,https://api.spotify.com/v1/audio-analysis/1ilQWV30hUZjBaupGUsaqK,247107,4,Nathan Sykes,Unfinished Business,['post-teen pop'],55.0
261,0.616,0.557,11,-5.871,0,0.0413,0.354,1.53e-06,0.345,0.626,159.91,audio_features,1c03f9YZmO792D7hRjZMYi,spotify:track:1c03f9YZmO792D7hRjZMYi,https://api.spotify.com/v1/tracks/1c03f9YZmO792D7hRjZMYi,https://api.spotify.com/v1/audio-analysis/1c03f9YZmO792D7hRjZMYi,155567,4,Austin George,Hands On You,['sad rap'],51.0
262,0.426,0.132,0,-12.346,1,0.0787,0.945,0.0,0.0809,0.283,85.039,audio_features,3yb2hJ1kKDEhLo3qfw7zlr,spotify:track:3yb2hJ1kKDEhLo3qfw7zlr,https://api.spotify.com/v1/tracks/3yb2hJ1kKDEhLo3qfw7zlr,https://api.spotify.com/v1/audio-analysis/3yb2hJ1kKDEhLo3qfw7zlr,232235,4,Sam Smith,In The Lonely Hour,"['dance pop', 'pop', 'uk pop']",88.0
263,0.761,0.311,5,-10.597,1,0.0692,0.647,0.0,0.15,0.553,109.891,audio_features,6huS9u0BDfeQHq0lObNLPl,spotify:track:6huS9u0BDfeQHq0lObNLPl,https://api.spotify.com/v1/tracks/6huS9u0BDfeQHq0lObNLPl,https://api.spotify.com/v1/audio-analysis/6huS9u0BDfeQHq0lObNLPl,200707,4,Us The Duo,Better Together,"['folk-pop', 'indiecoustica', 'neo mellow', 'pop rock', 'post-teen pop', 'viral pop']",52.0
264,0.771,0.713,8,-7.637,1,0.0975,0.0234,8.15e-06,0.131,0.5680000000000001,116.061,audio_features,5KFtLArXrvuHjiHsgQSkHz,spotify:track:5KFtLArXrvuHjiHsgQSkHz,https://api.spotify.com/v1/tracks/5KFtLArXrvuHjiHsgQSkHz,https://api.spotify.com/v1/audio-analysis/5KFtLArXrvuHjiHsgQSkHz,217253,4,KESI,30 Somre,"['danish hip hop', 'danish pop']",59.0
265,0.775,0.577,6,-7.939,0,0.0945,0.0144,5.44e-06,0.108,0.725,114.882,audio_features,1VGx3N8X0qWHvwlz89GD6G,spotify:track:1VGx3N8X0qWHvwlz89GD6G,https://api.spotify.com/v1/tracks/1VGx3N8X0qWHvwlz89GD6G,https://api.spotify.com/v1/audio-analysis/1VGx3N8X0qWHvwlz89GD6G,214430,4,Karl William,Under Solen,['danish pop'],38.0
266,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,audio_features,05wIrZSwuaVWhcv5FfqeH0,spotify:track:05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/tracks/05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/audio-analysis/05wIrZSwuaVWhcv5FfqeH0,238733,4,Katrina & The Waves,Katrina & The Waves,['new wave pop'],61.0
267,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,audio_features,0e8nrvls4Qqv5Rfa2UhqmO,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/tracks/0e8nrvls4Qqv5Rfa2UhqmO,https://api.spotify.com/v1/audio-analysis/0e8nrvls4Qqv5Rfa2UhqmO,143901,4,Lil Nas X,MONTERO,"['lgbtq+ hip hop', 'pop']",81.0
268,0.628,0.66,7,-6.335,1,0.0331,0.492,8.089999999999999e-06,0.193,0.5700000000000001,125.025,audio_features,54JM48edMgazVCU3VNwj35,spotify:track:54JM48edMgazVCU3VNwj35,https://api.spotify.com/v1/tracks/54JM48edMgazVCU3VNwj35,https://api.spotify.com/v1/audio-analysis/54JM48edMgazVCU3VNwj35,178000,4,andreas odbjerg,god jul,"['danish pop', 'scandinavian r&b']",55.0
269,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,audio_features,5TvE3pk05pyFIGdSY9j4DJ,spotify:track:5TvE3pk05pyFIGdSY9j4DJ,https://api.spotify.com/v1/tracks/5TvE3pk05pyFIGdSY9j4DJ,https://api.spotify.com/v1/audio-analysis/5TvE3pk05pyFIGdSY9j4DJ,229400,3,A Great Big World,Is There Anybody Out There? - Track by Track Commentary,"['neo mellow', 'piano rock', 'pop rock', 'post-teen pop']",61.0
270,0.436,0.874,5,-7.068,0,0.0495,0.00872,0.539,0.172,0.524,124.058,audio_features,39K1B9yIdTCgwm25z4GYId,spotify:track:39K1B9yIdTCgwm25z4GYId,https://api.spotify.com/v1/tracks/39K1B9yIdTCgwm25z4GYId,https://api.spotify.com/v1/audio-analysis/39K1B9yIdTCgwm25z4GYId,188952,4,DRAY,Remember,['deep groove house'],40.0
271,0.579,0.133,0,-12.863,0,0.0384,0.951,0.00332,0.138,0.198,127.507,audio_features,4JaoU6fL2Ifz2gDyFYtpiP,spotify:track:4JaoU6fL2Ifz2gDyFYtpiP,https://api.spotify.com/v1/tracks/4JaoU6fL2Ifz2gDyFYtpiP,https://api.spotify.com/v1/audio-analysis/4JaoU6fL2Ifz2gDyFYtpiP,232987,4,Ane Brun,Rarities,"['melancholia', 'norwegian singer-songwriter']",56.0
272,0.662,0.807,10,-3.285,1,0.0411,0.293,3.5499999999999995e-06,0.189,0.772,103.031,audio_features,5iFQfP3AqVnHHS89LKQisL,spotify:track:5iFQfP3AqVnHHS89LKQisL,https://api.spotify.com/v1/tracks/5iFQfP3AqVnHHS89LKQisL,https://api.spotify.com/v1/audio-analysis/5iFQfP3AqVnHHS89LKQisL,187682,4,George Ezra,Anyone For You (Tiger Lily),"['folk-pop', 'neo-singer-songwriter']",73.0
273,0.592,0.355,9,-14.051,1,0.0352,0.478,0.0,0.0585,0.499,133.032,audio_features,3NfxSdJnVdon1axzloJgba,spotify:track:3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/tracks/3NfxSdJnVdon1axzloJgba,https://api.spotify.com/v1/audio-analysis/3NfxSdJnVdon1axzloJgba,216773,4,Aretha Franklin,Aretha Now,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",69.0
274,0.583,0.344,2,-8.765,1,0.0559,0.774,0.0,0.143,0.581,65.203,audio_features,2J6OF7CkpdQGSfm1wdclqn,spotify:track:2J6OF7CkpdQGSfm1wdclqn,https://api.spotify.com/v1/tracks/2J6OF7CkpdQGSfm1wdclqn,https://api.spotify.com/v1/audio-analysis/2J6OF7CkpdQGSfm1wdclqn,110129,3,Brent Faiyaz,Fuck The World,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",80.0
275,0.489,0.304,4,-10.002,1,0.0339,0.463,0.0,0.0695,0.166,129.871,audio_features,0zMQ5Svj3WbB8RsBn9hFKq,spotify:track:0zMQ5Svj3WbB8RsBn9hFKq,https://api.spotify.com/v1/tracks/0zMQ5Svj3WbB8RsBn9hFKq,https://api.spotify.com/v1/audio-analysis/0zMQ5Svj3WbB8RsBn9hFKq,232864,4,We Three,"Dear Paranoia, Sincerely, Me","['alt z', 'post-teen pop']",56.0
276,0.541,0.459,1,-8.991,1,0.0757,0.315,0.0,0.176,0.459,155.727,audio_features,3jsYKVxT5ljGkexU531DpF,spotify:track:3jsYKVxT5ljGkexU531DpF,https://api.spotify.com/v1/tracks/3jsYKVxT5ljGkexU531DpF,https://api.spotify.com/v1/audio-analysis/3jsYKVxT5ljGkexU531DpF,178973,4,Victoria Nadine,Nerve,['norwegian pop'],54.0
277,0.802,0.719,0,-7.495,1,0.0597,0.184,0.0,0.0537,0.732,109.933,audio_features,58vdp7XF93MfrqqL8y7nwx,spotify:track:58vdp7XF93MfrqqL8y7nwx,https://api.spotify.com/v1/tracks/58vdp7XF93MfrqqL8y7nwx,https://api.spotify.com/v1/audio-analysis/58vdp7XF93MfrqqL8y7nwx,110182,4,Tom Cardy,Artificial Intelligence,['comic'],47.0
278,0.719,0.415,2,-8.983,1,0.0902,0.558,0.0,0.293,0.463,160.02,audio_features,3pKgOC7tlm4W0sCDLWPuPE,spotify:track:3pKgOC7tlm4W0sCDLWPuPE,https://api.spotify.com/v1/tracks/3pKgOC7tlm4W0sCDLWPuPE,https://api.spotify.com/v1/audio-analysis/3pKgOC7tlm4W0sCDLWPuPE,183109,4,Surfaces,Next Thing (Loverboy),"['bedroom soul', 'pop']",68.0
279,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,audio_features,50kpGaPAhYJ3sGmk6vplg0,spotify:track:50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/audio-analysis/50kpGaPAhYJ3sGmk6vplg0,233720,4,Justin Bieber,Purpose,"['canadian pop', 'pop']",90.0
280,0.8180000000000001,0.721,0,-5.251,0,0.0326,0.0719,2.8e-05,0.111,0.936,132.043,audio_features,0WeXi2KCJCzy8DE7jVdxle,spotify:track:0WeXi2KCJCzy8DE7jVdxle,https://api.spotify.com/v1/tracks/0WeXi2KCJCzy8DE7jVdxle,https://api.spotify.com/v1/audio-analysis/0WeXi2KCJCzy8DE7jVdxle,148876,4,Sivas,Push It To The Limit,"['danish hip hop', 'danish pop']",52.0
281,0.537,0.444,2,-8.822,1,0.275,0.263,0.0,0.141,0.594,161.84,audio_features,3Pmb4dhpihcIBwdbL2r216,spotify:track:3Pmb4dhpihcIBwdbL2r216,https://api.spotify.com/v1/tracks/3Pmb4dhpihcIBwdbL2r216,https://api.spotify.com/v1/audio-analysis/3Pmb4dhpihcIBwdbL2r216,194541,4,Alexander 23,Hate Me If It Helps,"['alt z', 'pop']",63.0
282,0.412,0.227,0,-12.696,1,0.0359,0.787,4.69e-06,0.282,0.226,80.111,audio_features,35r28RDot7nPE7y9K9H7l0,spotify:track:35r28RDot7nPE7y9K9H7l0,https://api.spotify.com/v1/tracks/35r28RDot7nPE7y9K9H7l0,https://api.spotify.com/v1/audio-analysis/35r28RDot7nPE7y9K9H7l0,257267,4,Post Malone,Stoney,"['dfw rap', 'melodic rap', 'rap']",87.0
283,0.791,0.282,7,-8.373,1,0.0563,0.666,0.000283,0.134,0.416,78.005,audio_features,2PJHLF8aVy4kMU2OUSPULs,spotify:track:2PJHLF8aVy4kMU2OUSPULs,https://api.spotify.com/v1/tracks/2PJHLF8aVy4kMU2OUSPULs,https://api.spotify.com/v1/audio-analysis/2PJHLF8aVy4kMU2OUSPULs,200014,3,MALU,No Hearts,[],27.0
284,0.441,0.219,8,-14.586,1,0.0419,0.935,0.0,0.115,0.244,94.021,audio_features,39KG4kom3enSx4GTThuDGt,spotify:track:39KG4kom3enSx4GTThuDGt,https://api.spotify.com/v1/tracks/39KG4kom3enSx4GTThuDGt,https://api.spotify.com/v1/audio-analysis/39KG4kom3enSx4GTThuDGt,199120,4,Khalid,American Teen,"['pop', 'pop r&b']",85.0
285,0.639,0.772,0,-9.495,1,0.0316,0.066,3.66e-05,0.148,0.911,144.056,audio_features,2xB2iRyV17r7D4FGZLlieO,spotify:track:2xB2iRyV17r7D4FGZLlieO,https://api.spotify.com/v1/tracks/2xB2iRyV17r7D4FGZLlieO,https://api.spotify.com/v1/audio-analysis/2xB2iRyV17r7D4FGZLlieO,290867,4,Gnags,Mr. Swing King,"['classic danish pop', 'classic danish rock', 'danish pop', 'dansktop']",41.0
286,0.665,0.209,4,-8.437,1,0.05,0.876,0.0,0.172,0.367,102.18,audio_features,4Xz4Y4gXTsKSe9MN8hYwuZ,spotify:track:4Xz4Y4gXTsKSe9MN8hYwuZ,https://api.spotify.com/v1/tracks/4Xz4Y4gXTsKSe9MN8hYwuZ,https://api.spotify.com/v1/audio-analysis/4Xz4Y4gXTsKSe9MN8hYwuZ,198399,4,Astrid S,FourFiveSeconds,"['alt z', 'dance pop', 'norwegian pop', 'pop', 'tropical house']",67.0
287,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.980000000000002e-05,0.128,0.442,130.001,audio_features,5fwSHlTEWpluwOM0Sxnh5k,spotify:track:5fwSHlTEWpluwOM0Sxnh5k,https://api.spotify.com/v1/tracks/5fwSHlTEWpluwOM0Sxnh5k,https://api.spotify.com/v1/audio-analysis/5fwSHlTEWpluwOM0Sxnh5k,287120,4,Farruko,Pepas,"['latin hip hop', 'reggaeton', 'trap latino']",83.0
288,0.5650000000000001,0.6960000000000001,1,-6.083,1,0.0908,0.0888,2.25e-06,0.0734,0.48,77.512,audio_features,0gw3mJR8NJnvNYFPmMABwC,spotify:track:0gw3mJR8NJnvNYFPmMABwC,https://api.spotify.com/v1/tracks/0gw3mJR8NJnvNYFPmMABwC,https://api.spotify.com/v1/audio-analysis/0gw3mJR8NJnvNYFPmMABwC,188841,4,Phlake,10 Feet,"['danish pop', 'scandinavian r&b']",51.0
289,0.519,0.617,7,-4.287,1,0.0313,0.0387,0.0,0.401,0.222,147.708,audio_features,0oWraSo5ASJ0h1BEagTyEw,spotify:track:0oWraSo5ASJ0h1BEagTyEw,https://api.spotify.com/v1/tracks/0oWraSo5ASJ0h1BEagTyEw,https://api.spotify.com/v1/audio-analysis/0oWraSo5ASJ0h1BEagTyEw,225300,3,Lady Gaga,Hold My Hand,"['art pop', 'dance pop', 'pop']",84.0
290,0.546,0.235,3,-13.237,1,0.0392,0.759,0.0,0.112,0.33,110.151,audio_features,0IbzyEuRRGIo2IYUHJq3qZ,spotify:track:0IbzyEuRRGIo2IYUHJq3qZ,https://api.spotify.com/v1/tracks/0IbzyEuRRGIo2IYUHJq3qZ,https://api.spotify.com/v1/audio-analysis/0IbzyEuRRGIo2IYUHJq3qZ,194000,3,Josh Daniel,Flowers,"['australian talent show', 'channel pop', 'korean ost']",36.0
291,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,audio_features,6K4t31amVTZDgR3sKmwUJJ,spotify:track:6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/tracks/6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/audio-analysis/6K4t31amVTZDgR3sKmwUJJ,216320,4,Tame Impala,Currents,"['australian psych', 'neo-psychedelic']",79.0
292,0.427,0.767,6,-5.783,1,0.143,0.0788,0.0,0.095,0.651,76.711,audio_features,7CwRjQ6yjuGJzpe9pJzK1U,spotify:track:7CwRjQ6yjuGJzpe9pJzK1U,https://api.spotify.com/v1/tracks/7CwRjQ6yjuGJzpe9pJzK1U,https://api.spotify.com/v1/audio-analysis/7CwRjQ6yjuGJzpe9pJzK1U,209840,4,Keri Hilson,In A Perfect World...,"['dance pop', 'hip pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']",66.0
